flux-spec|2026-04-11T16:56:30Z|2026-04-18T18:38:31Z|FLUX Ecosystem - flux-spec|N/A|false|false
flux-vocabulary|2026-04-11T16:56:32Z|2026-04-18T18:38:24Z|FLUX Ecosystem - flux-vocabulary|Python|false|false
flux-compass|2026-04-12T16:16:09Z|2026-04-18T18:38:20Z|Rust orientation engine: heading, angular velocity, direction|Rust|true|false
flux-coverage|2026-04-11T15:53:20Z|2026-04-18T18:38:17Z|FLUX coverage analyzer — instruction, branch, path, and register coverage|Python|false|false
flux-testkit|2026-04-11T13:39:33Z|2026-04-18T18:38:14Z|FLUX test harness framework — assertion helpers, suites, reports|Python|false|false
flux-trust|2026-04-12T16:16:22Z|2026-04-18T18:38:10Z|Rust trust scoring: Bayesian updates, decay, revocation, sorting|Rust|true|false
flux-evolve|2026-04-12T15:01:31Z|2026-04-18T18:38:07Z|Rust self-modification engine: genome, mutation, revert, rollback, elite protection|Rust|true|false
flux-perception|2026-04-12T16:16:11Z|2026-04-18T18:38:03Z|Rust sensor fusion: confidence-weighted blending, bias, variance, agreement|Rust|true|false
flux-social|2026-04-12T16:16:19Z|2026-04-18T18:37:57Z|Rust social graph: agents, relations, groups, centrality, roles|Rust|true|false
flux-grimoire|2026-04-12T16:16:39Z|2026-04-18T18:37:54Z|Rust crate — pattern library: reusable spells with success tracking, pruning, curriculum boot camp|Rust|true|false
fleet-mechanic|2026-04-11T17:29:26Z|2026-04-18T18:36:44Z|🔧 Autonomous fleet maintenance agent — A2A-native, FLUX-powered, git-first|Python|false|false
flux-a2a-signal|2026-04-11T16:43:33Z|2026-04-18T18:36:38Z|FLUX A2A Signal Protocol — agent-first-class JSON language with multilingual compilation (6 language paradigms, 840 tests)|Python|false|false
flux-skills|2026-04-12T06:49:01Z|2026-04-18T18:36:30Z|⚡ FLUX-native agent skills — clone, run, modify, compose. A2A-first docs so agents teach agents.|Python|false|false
flux-baton|2026-04-12T18:02:17Z|2026-04-18T18:36:09Z|Generational context handoff for FLUX-native agents — the baton IS the brain|Python|false|false
flux-decompiler|2026-04-11T13:31:00Z|2026-04-18T18:36:01Z|FLUX bytecode decompiler — bytecode to assembly with labels and control flow|Python|false|false
flux-navigate|2026-04-12T16:16:10Z|2026-04-18T18:35:48Z|Rust 2D grid pathfinding: BFS, waypoints, replanning|Rust|true|false
flux-memory|2026-04-12T15:01:31Z|2026-04-18T18:35:40Z|Rust key-value store: TTL, versioning, snapshots, diff, GC|Rust|true|false
flux-swarm|2026-04-10T17:17:11Z|2026-04-18T18:27:36Z|FLUX Swarm — Go implementation with distributed agent coordination and A2A messaging.|Go|false|false
flux-py|2026-04-10T17:17:20Z|2026-04-18T18:27:31Z|FLUX Python — Minimal clean-room VM. Swarm coordination with A2A.|Python|false|false
brothers-keeper|2026-04-11T21:58:15Z|2026-04-18T18:27:29Z|The Lighthouse Keeper — external watchdog for agent runtimes (ZeroClaw fork). Watches resources, kills risky processes, restarts gateways, keeps operational logs from outside the instance.|Python|true|false
flux-rfc|2026-04-11T23:25:01Z|2026-04-18T18:26:55Z|Structured disagreement resolution protocol for the FLUX fleet — IETF-inspired RFC process for autonomous agent coordination|Python|false|false
flux-sandbox|2026-04-11T23:25:06Z|2026-04-18T18:26:53Z|Safe simulation environment for testing cooperative FLUX programs — mock agents, mock repos, deterministic execution|Python|false|false
